"","PLOT","ENTRYNO","GID","ENTRY","DESIGNATION","PARENTS","SOURCE","REP","ROW","COLUMN","SEEDING_DATE","FLW","MATURITY","PLTHGT","TILLER","MC","Plotyield.H","MISSHILL","Plotyield.C","Plotyield.Adj","LODGING","Ldg.Sticks","GLH","BPH","BLAST","BB1","BB2","HARVESTDATE","REMARKS","Plotyield.Adj_resid_fixed"
"412",562,"B1472",3272775,"IR12N129","IR 90232-25-3-2-2","IR01N148/JANAKI//IR 6 (PAKISTAN)","B3634",1,"3","66",20130608,93,123,123,15,10.4,1988,NA,2210,2071,"7","S",9,7,0,"1","1","17-Oct",NA,1.36424205265939e-12
"413",333,"B1473",3272778,"IR12N130","IR 90232-30-1-3-2","IR01N148/JANAKI//IR 6 (PAKISTAN)","B3369",1,"10","36",20130608,89,119,116,16,10.9,2618,2,3014,2712,"5",NA,3,7,3,"1","5","09-Oct","compact",0
"414",73,"B1161",3272795,"IR12N134","IR 90233-38-2-3-1","IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50","B6040",1,"8","7",20130608,89,119,133,15,10.5,1884,NA,2414,1961,"9","S",5,3,0,"1","3/5","07-Oct","Aborted tips, poor",-100
"415",274,"B1161",3272795,"IR12N134","IR 90233-38-2-3-1","IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50","B6040",2,"2","10",20130608,92,122,134,16,10,2065,NA,2621,2161,"9","S",NA,NA,NA,"1","7","09-Oct","shb, sterility problem",99.9999999999995
"416",467,"B1569",3272808,"IR12N135","IR 90233-98-2-1-2","IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50","B3635",1,"6","38",20130608,92,122,125,12,10.9,1942,NA,2515,2012,"7","S",9,7,0,"1","7","14-Oct","shb",-157
"417",479,"B1569",3272808,"IR12N135","IR 90233-98-2-1-2","IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50","B3635",2,"6","50",20130608,91,121,135,18,12.2,2278,NA,1822,2326,"7","S",NA,NA,NA,"1","5","14-Oct",NA,157
"418",355,"B1474",3425539,"IR12N137","IR 90218-8-3-3-2-2","IR05N173/IR02W101//COLOMBIA XXI","B3636",1,"10","58",20130608,92,122,140,14,12.2,2219,NA,2868,2265,"7","S",5,7,1,"1","5","20-Oct",NA,4.54747350886464e-13
"419",525,"B1475",3425560,"IR12N138","IR 90218-97-2-2-2-2","IR05N173/IR02W101//COLOMBIA XXI","B3637",1,"5","37",20130608,92,122,126,17,12.2,1948,NA,2132,1989,"7","S",7,9,1,"1","5","17-Oct","shb",2.72848410531878e-12
"420",383,"B1476",3425564,"IR12N139","IR 90218-99-2-1-3-3","IR05N173/IR02W101//COLOMBIA XXI","B3370",1,"9","47",20130608,86,116,116,18,10.1,2329,NA,1365,2435,"9","S",7,9,4,"1","1","07-Oct","shb",-4.54747350886464e-13
"421",76,"B1162",3523250,"IR12N142","IR 90224-137-3-3-1-1","IR05N334/IR 65482-4-136-2-2-B//IR00A117","B3371",1,"8","10",20130608,88,118,126,16,11,2890,NA,2747,2991,NA,NA,5,3,0,"1","7","10-Oct",NA,0
"422",294,"B1163",3425580,"IR12N143","IR 90226-36-3-1-2-1","IR 65564-44-5-1/NSIC RC 158//NSIC RC 158","B3372",1,"2","30",20130608,87,117,119,19,9.1,2967,NA,2453,3136,NA,NA,3,7,0," 1/7","7","03-Oct",NA,0
"423",322,"B1164",3425585,"IR12N144","IR 90226-72-3-2-1-3","IR 65564-44-5-1/NSIC RC 158//NSIC RC 158","B3373",1,"1","9",20130608,88,118,118,23,9.1,3001,NA,1137,3172,"3",NA,5,7,3,"1","7","14-Oct",NA,1.36424205265939e-12
"424",237,"B1165",3425587,"IR12N145","IR 90226-82-3-3-1-2","IR 65564-44-5-1/NSIC RC 158//NSIC RC 158","B3374",1,"3","28",20130608,88,118,113,17,9.8,2209,NA,3061,2317,NA,NA,3,9,1,"1","5","05-Oct",NA,4.54747350886464e-13
"425",67,"B1166",3523254,"IR12N146","IR 90228-1-3-3-3-2","IR 72890-81-3-2/NSIC RC 158//IRRI 154","B3375",1,"8","1",20130608,86,116,128,20,10.3,2993,NA,2539,3122,"9",NA,3,5,0,"1","1","10-Oct",NA,66
"426",178,"B1166",3523254,"IR12N146","IR 90228-1-3-3-3-2","IR 72890-81-3-2/NSIC RC 158//IRRI 154","B3375",2,"5","21",20130608,88,118,123,19,9.6,2844,NA,2158,2990,"7",NA,NA,NA,NA,"1","1","04-Oct","ok",-66
"427",363,"B1477",3425638,"IR12N149","IR 90230-191-1-2-1-2","IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498","B3376",1,"10","66",20130608,90,120,129,18,12,2599,NA,3081,2659,"7","S",5,9,2,"1","5","10-Oct","shb, clean pan",0
"428",548,"B1478",3425650,"IR12N151","IR 90231-147-3-3-2-2","IR01N110/NSIC RC 158//SAKHA 104","B3377",1,"4","53",20130608,85,115,124,13,10.2,2465,1,2112,2574,"5","S",5,7,4,"1","5","10-Oct","shb",0
"429",624,"B1479",3425655,"IR12N152","IR 90231-196-3-1-2-1","IR01N110/NSIC RC 158//SAKHA 104","B3378",1,"2","63",20130608,93,123,134,12,11.4,2355,NA,NA,2426,"5","S",7,7,0,"7","5","14-Oct","poor, Bb, shb, aborted tips",0
"430",267,"B1167",3425753,"IR12N161","IR 91000-8-3-3-3","FEDEARROZ 50/IRRI 123","B3380",1,"2","3",20130608,87,117,132,16,10.4,2658,NA,2947,2769,"5",NA,3,3,0,"1","7","10-Oct",NA,0
"431",425,"B1480",3425765,"IR12N163","IR 91000-53-1-3-3","FEDEARROZ 50/IRRI 123","B3638",1,"8","62",20130608,90,120,134,20,10.4,2421,NA,2007,2522,NA,NA,5,7,0,"1","5","14-Oct","few segregn",4.54747350886464e-13
"432",298,"B1168",3425768,"IR12N164","IR 91000-81-3-2-3","FEDEARROZ 50/IRRI 123","B3381",1,"1","33",20130608,83,113,125,19,10.1,3174,NA,2449,3318,"3",NA,9,9,3,"1"," 1/7","07-Oct",NA,9.09494701772928e-13
"433",88,"B1169",3425772,"IR12N165","IR 91002-12-3-1-1","FEDEARROZ 50/IR07F289","B6042",1,"8","22",20130608,87,117,127,15,10.3,3230,NA,2921,3369,NA,NA,9,5,4,"1","3/5","07-Oct","shb",117.5
"434",253,"B1169",3425772,"IR12N165","IR 91002-12-3-1-1","FEDEARROZ 50/IR07F289","B6042",2,"3","12",20130608,90,120,129,12,10.8,3022,NA,2183,3134,"5",NA,NA,NA,NA,"1","7","10-Oct",NA,-117.5
"435",556,"B1481",3425782,"IR12N166","IR 91006-18-2-3-2","GIZA 178/IR06M139","B3382",1,"4","61",20130608,91,121,127,13,11.9,2299,NA,2669,2355,"5",NA,7,5,0,"1","5","17-Oct",NA,9.09494701772928e-13
"436",384,"B1482",3425790,"IR12N168","IR 91006-88-1-3-1","GIZA 178/IR06M139","B3383",1,"9","46",20130608,88,118,129,17,10.2,2835,NA,2007,2960,"9","S",5,3,0,"1","5","10-Oct","shb",0
"437",561,"B1483",3425795,"IR12N169","IR 91007-91-2-2-3","GIZA 178/MTU 1010","B3384",1,"4","66",20130608,88,118,122,17,10.3,2689,NA,2405,2805,"7",NA,9,3,0,"1","5","14-Oct","compact",0
"438",94,"B1170",3523619,"IR12N170","IR 91031-86-3-2-2","IRRI 164/IR 72102-4-159-1-3-3-3 (NSIC RC 112)","B3385",1,"8","28",20130608,83,113,119,15,10.1,2218,NA,2807,2319,"7","S",5,7,4,"1","3/5","30-Sep","shb, nb",4.54747350886464e-13
"439",497,"B1484",3425878,"IR12N171","IR 91032-73-1-1-2","IR02A127/COCODRIE","B3386",1,"5","65",20130608,88,118,127,10,10.1,2268,NA,1984,2371,"7",NA,7,5,0,"1","5","07-Oct","shb, NB",9.09494701772928e-13
"440",32,"B1171",3426620,"IR12N173","IR 91036-9-1-3-3","IR02N211/MTU 1010","B3387",1,"10","32",20130608,79,109,116,18,10.3,2712,NA,1859,2829,"7",NA,5,3,0,"1","5","30-Sep",NA,0
"441",224,"B1172",3426627,"IR12N175","IR 91036-147-2-2-1","IR02N211/MTU 1010","B3388",1,"4","26",20130608,83,113,122,21,10.5,2563,NA,2727,2667,"9","S",3,3,0,"1","5","30-Oct","not so uniform, bb",0
"442",365,"B1485",3523643,"IR12N176","IR 91040-23-3-2-2","NSIC RC 158/IRRI 154","B3389",1,"9","65",20130608,90,120,126,17,10.5,2893,NA,1921,3011,"5",NA,9,9,0,"1","7","17-Oct",NA,0
"443",156,"B1173",3522616,"IR12N177","IR 91041-24-1-2-3","NSIC RC 158/PUSA BASMATI","B3639",1,"6","24",20130608,88,118,119,16,9.9,2901,NA,2367,3039,NA,NA,3,5,3,"1","1","03-Oct","spreading",0
"444",490,"B1486",3522633,"IR12N178","IR 91041-129-2-3-2","NSIC RC 158/PUSA BASMATI","B3640",1,"6","61",20130608,88,118,123,17,9.6,2759,3,1988,2900,"5",NA,5,7,3,"1","1","04-Oct",NA,0
"445",537,"B1487",3522635,"IR12N179","IR 91041-142-1-3-1","NSIC RC 158/PUSA BASMATI","B3390",1,"4","42",20130608,84,114,132,15,11.4,2490,NA,2872,2565,"5","S",5,7,1,"1","7","14-Oct","bb, spreading type",4.54747350886464e-13
"446",239,"B1174",3522694,"IR12N181","IR 91062-86-3-3-3","IR05A117/NSIC RC 158","B3392",1,"3","26",20130608,86,116,114,15,8.7,2573,NA,2595,2732,NA,NA,3,7,0,"1"," 1/7","03-Oct",NA,0
"447",227,"B1175",3426751,"IR12N183","IR 91070-73-1-3-2","IR05N128/IR06M139","B3393",1,"4","29",20130608,83,113,130,16,9.8,2822,3,2197,2960,"3",NA,5,5,3," 1/7","7","07-Oct",NA,0
"448",391,"B1488",3522744,"IR12N184","IR 91074-8-2-2-2","IR05N160/IRRI 154","B3641",1,"9","39",20130608,87,117,124,16,11.5,2585,NA,3092,2660,"3",NA,3,3,1,"1","05-Mar","10-Oct",NA,0
"449",394,"B1489",3426043,"IR12N186","IR 91075-37-3-2-2","IR05N160/IR06M139","B3394",1,"9","36",20130608,88,118,135,12,11,2663,NA,2951,2756,"9","S",3,5,3,"7","5","14-Oct","shb",0
"450",180,"B1176",3426076,"IR12N189","IR 91075-83-3-2-2","IR05N160/IR06M139","B3395",1,"5","19",20130608,90,120,122,17,10.5,2688,3,2647,2797,"03-Oct",NA,3,1,4,"1","5","10-Oct",NA,0
"451",400,"B1490",3426078,"IR12N190","IR 91076-20-3-1-1","IR05N160/MTU 1010","B3396",1,"8","37",20130608,81,111,128,15,9.5,2722,NA,1555,2864,"5",NA,7,7,3,"1","5","03-Oct",NA,0
"452",629,"B1491",3426083,"IR12N191","IR 91076-32-1-2-3","IR05N160/MTU 1010","B3397",1,"1","65",20130608,90,120,138,16,11.3,2447,NA,NA,2524,"7","S",7,5,3,"1","7","17-Oct",NA,4.54747350886464e-13
"453",125,"B1177",3426085,"IR12N192","IR 91076-43-3-3-2","IR05N160/MTU 1010","B6047",1,"7","8",20130608,86,116,122,16,9.3,1897,NA,2503,2001,"9","S",3,1,4,"1","3/5","07-Oct",NA,1.81898940354586e-12
"454",360,"B1492",3426090,"IR12N193","IR 91076-117-1-1-1","IR05N160/MTU 1010","B3398",1,"10","63",20130608,89,119,137,20,8.8,2556,NA,2492,2711,"9","S",7,5,3,"1","5","14-Oct","shb",0
"455",161,"B1178",3523022,"IR12N195","IR 91082-27-3-1-2","IR05N170/IRRI 154","B3399",1,"6","29",20130608,84,114,129,17,10,2520,NA,2480,2637,NA,NA,3,1,0,"1","1","09-Oct","not so good",0
"456",591,"B1493",3523032,"IR12N196","IR 91082-56-3-3-3","IR05N170/IRRI 154","B3400",1,"3","37",20130608,88,118,128,21,10.7,2592,NA,NA,2691,"9","S",5,3,1,"1","5","14-Oct",NA,0
"457",598,"B1494",3426100,"IR12N198","IR 91083-15-2-3-2","IR05N170/MTU 1010","B3401",1,"2","37",20130608,87,117,112,18,9.6,3129,NA,NA,3289,NA,NA,3,3,2,"1","1","14-Oct",NA,4.54747350886464e-13
"458",331,"B1495",3426102,"IR12N199","IR 91083-30-1-2-1","IR05N170/MTU 1010","B3642",1,"10","34",20130608,91,121,124,12,10.4,2671,NA,1952,2783,"3",NA,3,3,0,"1","1","10-Oct",NA,0
"459",403,"B1496",3426113,"IR12N200","IR 91083-87-2-3-3","IR05N170/MTU 1010","B3402",1,"8","40",20130608,92,122,135,15,9.3,2220,NA,2866,2341,"7","S",5,3,0," 1/5","05-Mar","17-Oct","shb",4.54747350886464e-13
"460",346,"B1497",3426115,"IR12N201","IR 91083-111-3-2-2","IR05N170/MTU 1010","B3643",1,"10","49",20130608,95,125,132,17,10.8,1239,NA,2220,1285,"9","S",5,3,0,"1","1","10-Oct","shb",1.81898940354586e-12
"461",71,"B1179",3426756,"IR12N203","IR 91086-3-1-1-1","IR05N181/IR06M139","B3403",1,"8","5",20130608,81,111,114,17,12,3007,NA,2985,3077,"9",NA,3,1,0,"1","3/5","27-Sep",NA,0
"462",96,"B1180",3426124,"IR12N204","IR 91087-7-2-2-2","IR05N181/MTU 1010","B6030",1,"8","30",20130608,91,121,133,20,11.4,1252,NA,3121,1290,"5","S",9,1,0,"1","5","09-Oct","shb",-642.500000000002
"463",193,"B1180",3426124,"IR12N204","IR 91087-7-2-2-2","IR05N181/MTU 1010","B6030",2,"5","6",20130608,91,121,131,17,10.7,2480,NA,3146,2575,"9","S",NA,NA,NA,"1","5","09-Oct","shb",642.499999999998
"464",615,"B1498",3426130,"IR12N205","IR 91087-26-3-2-2","IR05N181/MTU 1010","B3404",1,"2","54",20130608,86,116,135,15,12.1,2714,NA,NA,2774,"7","S",7,3,1,"1","7","10-Oct","shb",0
"465",86,"B1181",3426136,"IR12N207","IR 91087-88-3-2-2","IR05N181/MTU 1010","B3405",1,"8","20",20130608,85,115,118,18,10.4,2985,NA,2829,3110,"7",NA,3,5,3,"1","5","07-Oct","good, erect, good grain",-4.54747350886464e-13
"466",198,"B1182",3522834,"IR12N208","IR 91102-12-3-2-2","IR06N170/PUSA BASMATI","B3406",1,"5","1",20130608,90,120,134,19,11,2848,NA,2573,2947,"5",NA,3,3,4,"1","1","10-Oct",NA,0
"467",311,"B1183",3426373,"IR12N213","IR 91127-69-3-3-2","SAKHA 104/IRRI 154","B3407",1,"1","20",20130608,91,121,129,17,9.8,2567,NA,2893,2692,NA,NA,3,3,4,"1","5","14-Oct","lax pan, aborted tips",0
"468",119,"B1184",3426439,"IR12N216","IR 91134-125-3-1-2","THADOKKHAM 1/NSIC RC 158","B3408",1,"7","14",20130608,88,118,125,16,9.9,2929,NA,2841,3069,"3",NA,3,1,0,"1","7","14-Oct",NA,-4.54747350886464e-13
"469",259,"B1185",3426849,"IR12N218","IR 91509-50-1-2-1","IR06N141/TDK 1//IR 71676-90-2-2","B3409",1,"3","6",20130608,89,119,144,17,11.3,2882,1,3104,2972,"7","S",5,1,3,"1","7","10-Oct","Tall",0
"470",325,"B1186",3426474,"IR12N219","IR 91510-113-2-3-1","IR06N147/TDK 1//IR 72164-348-6-2-2-2","B3410",1,"1","6",20130608,86,116,138,15,10.4,2604,NA,1469,2713,"7",NA,3,3,3,"1","5","05-Oct","tall, rainfed-type",0
"471",338,"B1499",3426859,"IR12N220","IR 91512-15-1-1-2","IR06M139/IR 77298-5-6-18//IRRI 164","B3411",1,"10","41",20130608,92,122,129,13,12,2745,2,1640,2809,"7",NA,5,5,0,"1","1","10-Oct","shb",0
"472",572,"B1500",3426488,"IR12N222","IR 91522-9-3-2-3","IR08L420/MTU 1010//IR05N181","B3412",1,"3","56",20130608,89,119,120,19,11,2734,NA,2524,2829,"7","S",7,7,1,"1","7","10-Oct","bb ",0
"473",589,"B1501",3426888,"IR12N224","IR 92233-16-1-1-1","NSIC RC 158/TEQING","B3413",1,"3","39",20130608,93,123,120,13,9.1,2473,NA,NA,2614,"5",NA,5,5,0,"1","7","17-Oct","good PA, green",0
"474",102,"B1187",3426891,"IR12N225","IR 92233-19-3-3-1","NSIC RC 158/TEQING","B3414",1,"7","31",20130608,90,120,104,18,11.6,3233,NA,2295,3323,NA,NA,3,9,0,"1","7","10-Oct",NA,4.54747350886464e-13
"475",249,"B1188",3426895,"IR12N226","IR 92233-33-3-2-2","NSIC RC 158/TEQING","B6058",1,"3","16",20130608,92,122,126,18,10.7,2447,NA,2595,2541,"3",NA,5,9,0,"1","7","09-Oct",NA,4.54747350886464e-13
"476",541,"B1502",3426973,"IR12N231","IR 92239-13-3-2-2","IR02N211/TEQING","B3415",1,"4","46",20130608,86,116,128,14,12.2,2699,NA,2863,2755,"7",NA,5,5,0,"1","5","14-Oct","shb",0
"477",473,"B1503",3426975,"IR12N232","IR 92239-29-2-3-1","IR02N211/TEQING","B3416",1,"6","44",20130608,92,122,119,17,10.9,2587,NA,2157,2680,"7","S",5,5,0,"1","7","14-Oct",NA,-4.54747350886464e-13
"478",382,"B1504",3426985,"IR12N234","IR 92239-78-3-1-2","IR02N211/TEQING","B3417",1,"9","48",20130608,92,122,127,13,10.9,2696,NA,2988,2793,"9","S",5,5,0,"1","5","10-Oct",NA,0
"479",652,"B1505",3427079,"IR12N235","IR 92244-18-2-1-3","IR05N128/TEQING","B3644",1,"1","42",20130608,93,123,129,10,10.5,3330,NA,NA,3466,"5","S",5,5,0,"1","7","14-Oct","very long erect flags",1.81898940354586e-12
"480",414,"B1506",3427084,"IR12N237","IR 92244-68-1-3-2","IR05N128/TEQING","B3418",1,"8","51",20130608,88,118,123,17,10.7,2146,NA,2846,2228,"3",NA,3,7,4,"1","5","10-Oct","shb",4.54747350886464e-13
"481",599,"B1507",3427093,"IR12N238","IR 92245-36-3-2-2","IR05N160/TEQING","B3645",1,"2","38",20130608,91,121,123,17,8.9,2928,NA,NA,3102,"7","S",7,7,0,"1","5","14-Oct",NA,-4.54747350886464e-13
"482",386,"B1508",3427096,"IR12N239","IR 92245-65-1-2-2","IR05N160/TEQING","B3419",1,"9","44",20130608,90,120,125,18,10.1,2231,NA,2544,2332,"7","S",5,9,2,"1","1","14-Oct",NA,0
"483",334,"B1509",3427099,"IR12N240","IR 92245-68-3-2-2","IR05N160/TEQING","B3420",1,"10","37",20130608,88,118,128,12,11,2770,NA,1749,2867,"7",NA,5,9,0,"1","1","10-Oct","shb",-4.54747350886464e-13
"484",644,"B1510",3427106,"IR12N241","IR 92245-92-1-3-3","IR05N160/TEQING","B3421",1,"1","50",20130608,91,121,122,12,10.7,2405,NA,NA,2497,"3",NA,3,7,1,"7","5","11-Oct","Bb,shb",0
"485",580,"B1511",3427115,"IR12N242","IR 92246-85-3-2-3","IR05N170/TEQING","B3646",1,"3","48",20130608,93,123,115,12,10.7,3433,NA,NA,3565,NA,NA,9,7,1,"1","5","14-Oct","Good, compact",4.54747350886464e-13
"486",504,"B1512",3427172,"IR12N244","IR 92251-11-1-3-3","IR06N156/TEQING","B3422",1,"5","58",20130608,90,120,137,11,11.8,2136,1,2604,2191,"7","S",5,5,1,"1","05-Mar","10-Oct","bb, shb",4.54747350886464e-13
"487",129,"B1189",3427174,"IR12N245","IR 92251-40-2-2-2","IR06N156/TEQING","B3423",1,"7","4",20130608,80,110,106,13,10,2789,NA,2856,2919,NA,NA,5,7,0,"1","7","03-Oct","few off types, shb",0
"488",645,"B1513",3425552,"IR12N247","IR 90218-50-3-2-2-3","IR05N173/IR02W101//COLOMBIA XXI","B3647",1,"1","49",20130608,94,124,136,14,12.6,2210,NA,NA,2246,NA,NA,5,9,0,"1","3","17-Oct",NA,0
"489",654,"B1514",3425553,"IR12N248","IR 90218-52-2-2-3-1","IR05N173/IR02W101//COLOMBIA XXI","B3424",1,"1","40",20130608,90,120,125,13,9.3,2202,NA,NA,2322,NA,NA,5,7,0,"1","1","14-Oct",NA,0
"490",623,"B1515",3523215,"IR12N249","IR 90223-2-3-3-2-2","IR05N204/IR01W102//IRRI 145","B3648",1,"2","62",20130608,92,122,127,13,10.1,2803,NA,NA,2930,NA,NA,NA,NA,1,"1","7","14-Oct","aborted tips",0
"491",564,"B1516",3425601,"IR12N252","IR 90229-68-1-3-3-1","IR 72971-77-1-5-2-2/IR02W101//NERICA 6","B3649",1,"3","64",20130608,95,125,143,12,13,2142,NA,2409,2167,"7","S",5,5,0,"1","1","20-Oct",NA,0
"492",484,"B1570",3425605,"IR12N253","IR 90229-74-1-3-1-2","IR 72971-77-1-5-2-2/IR02W101//NERICA 6","B3650",1,"6","55",20130608,94,124,139,17,10.5,2262,NA,2299,2354,"9","S",5,5,0,"1","1","17-Oct",NA,-378.5
"493",546,"B1570",3425605,"IR12N253","IR 90229-74-1-3-1-2","IR 72971-77-1-5-2-2/IR02W101//NERICA 6","B3650",2,"4","51",20130608,95,125,137,22,10.4,2986,NA,1878,3111,"5","S",NA,NA,NA,"1","1","14-Oct",NA,378.5
"494",555,"B1517",3425611,"IR12N254","IR 90229-141-3-3-2-2","IR 72971-77-1-5-2-2/IR02W101//NERICA 6","B3651",1,"4","60",20130608,99,129,122,12,12,1533,NA,2424,1569,"7",NA,7,7,1,"1","5","20-Oct",NA,-4.54747350886464e-13
